Wavelength (nm)	Transmittance
1857	0.9992515
1858	0.9992867
1859	0.9993211
1860	0.9993545
1861	0.9993875
1862	0.9994196
1863	0.9994508
1864	0.9994812
1865	0.9995106
1866	0.9995391
1867	0.9995668
1868	0.9995936
1869	0.9996195
1870	0.9996445
1871	0.9996683
1872	0.9996913
1873	0.9997134
1874	0.9997347
1875	0.9997552
1876	0.9997748
1877	0.9997936
1878	0.9998115
1879	0.9998286
1880	0.9998449
1881	0.9998603
1882	0.9998749
1883	0.9998887
1884	0.9999017
1885	0.9999139
1886	0.9999252
1887	0.9999358
1888	0.9999455
1889	0.9999544
1890	0.9999625
1891	0.9999699
1892	0.9999765
1893	0.9999823
1894	0.9999872
1895	0.9999914
1896	0.9999947
1897	0.9999972
1898	0.9999989
1899	0.9999998
1900	0.9999999
1901	0.9999993
1902	0.9999978
1903	0.9999956
1904	0.9999926
1905	0.9999889
1906	0.9999843
1907	0.9999791
1908	0.999973
1909	0.9999662
1910	0.9999587
1911	0.9999503
1912	0.9999411
1913	0.9999311
1914	0.9999204
1915	0.999909
1916	0.9998968
1917	0.9998838
1918	0.9998701
1919	0.9998556
1920	0.9998404
1921	0.9998246
1922	0.9998081
1923	0.9997909
1924	0.999773
1925	0.9997544
1926	0.9997351
1927	0.999715
1928	0.9996943
1929	0.9996728
1930	0.9996506
1931	0.9996275
1932	0.9996036
1933	0.9995791
1934	0.9995538
1935	0.9995278
1936	0.9995011
1937	0.9994737
1938	0.9994456
1939	0.9994169
1940	0.9993874
1941	0.9993577
1942	0.9993272
1943	0.9992961
1944	0.9992643
1945	0.9992319
1946	0.9991988
1947	0.9991651
1948	0.9991307
1949	0.9990956
1950	0.9990599
1951	0.9990236
1952	0.9989866
1953	0.998949
1954	0.9989107
1955	0.9988718
1956	0.9988323
1957	0.9987921
1958	0.9987514
1959	0.99871
1960	0.9986679
1961	0.9986248
1962	0.998581
1963	0.9985366
1964	0.9984915
1965	0.9984458
1966	0.9983995
1967	0.9983526
1968	0.9983051
1969	0.998257
1970	0.9982083
1971	0.9981595
1972	0.9981102
1973	0.9980602
1974	0.9980097
1975	0.9979587
1976	0.997907
1977	0.9978547
1978	0.9978019
1979	0.9977485
1980	0.9976946
1981	0.9976394
1982	0.9975837
1983	0.9975273
1984	0.9974704
1985	0.997413
1986	0.997355
1987	0.9972964
1988	0.9972372
1989	0.9971776
1990	0.9971173
1991	0.9970572
1992	0.9969966
1993	0.9969354
1994	0.9968737
1995	0.9968115
1996	0.9967488
1997	0.9966855
1998	0.9966217
1999	0.9965574
2000	0.9964926
